timestamp,platform,ms_played,conn_country,ip_addr_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,track_id,reason_start,reason_end,shuffle,offline,offline_timestamp,incognito_mode,total_minutes_played,local_hour,local_date
2020-10-14 02:36:27+00:00,"iOS 13.6 (iPhone12,8)",17360,KR,222.110.9.95,Tatted Up (feat. Fabo),K CAMP,Kiss 5,4jQiLyv1wtOtgKVEiA7yuq,trackdone,fwdbtn,False,False,1602629500727,False,0.2893332176,2,2020-10-14
2020-10-14 02:36:55+00:00,"iOS 13.6 (iPhone12,8)",28340,KR,222.110.9.95,Dangerous City (feat. Buju Banton),dvsn,A Muse In Her Feelings,19wESWiapL541WMMq3iK8y,fwdbtn,endplay,False,False,1602642986303,False,0.4723331444,2,2020-10-14
2020-10-14 02:37:00+00:00,"iOS 13.6 (iPhone12,8)",4900,KR,222.110.9.95,Trust,Brent Faiyaz,Lost,0oufSLnKQDoBFX5mgkDCgR,playbtn,fwdbtn,False,False,1602643014679,False,0.081666634,2,2020-10-14
2020-10-14 04:04:08+00:00,"iOS 13.6 (iPhone12,8)",236703,KR,222.110.9.95,Fuck The World (Summer in London),Brent Faiyaz,Fuck The World,2CzUlaKN1mvb0szagSR3ux,fwdbtn,trackdone,False,False,1602643020094,False,3.94504842198,4,2020-10-14
2020-10-14 04:08:16+00:00,"iOS 13.6 (iPhone12,8)",247079,KR,222.110.9.95,Dead Man Walking,Brent Faiyaz,Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,trackdone,trackdone,False,False,1602648248309,False,4.11798168614,4,2020-10-14
2020-10-14 04:14:19+00:00,"iOS 13.6 (iPhone12,8)",171586,KR,223.38.8.99,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,At What Cost,15EPc80XuFrb2LmOzGjuRg,trackdone,endplay,False,False,1602648495944,False,2.85976552276,4,2020-10-14
2020-10-14 04:30:29+00:00,"iOS 13.6 (iPhone12,8)",247079,KR,222.110.9.95,Dead Man Walking,Brent Faiyaz,Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,clickrow,trackdone,False,False,1602648855916,False,4.11798168614,4,2020-10-14
2020-10-14 04:32:08+00:00,"iOS 13.6 (iPhone12,8)",97050,KR,222.110.9.95,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,At What Cost,15EPc80XuFrb2LmOzGjuRg,trackdone,fwdbtn,False,False,1602649829223,False,1.6174993530000001,4,2020-10-14
2020-10-14 04:35:40+00:00,"iOS 13.6 (iPhone12,8)",212992,KR,222.110.9.95,Poison,Brent Faiyaz,Poison,5NijSs5dAwaIybq1GaRTIe,fwdbtn,trackdone,False,False,1602649927872,False,3.5498652467200005,4,2020-10-14
2020-10-14 04:37:31+00:00,"iOS 13.6 (iPhone12,8)",110128,KR,222.110.9.95,Clouded,Brent Faiyaz,Fuck The World,2J6OF7CkpdQGSfm1wdclqn,trackdone,trackdone,False,False,1602650139788,False,1.8354659324800002,4,2020-10-14
2020-10-14 09:25:48+00:00,"iOS 13.6 (iPhone12,8)",709,KR,223.38.8.99,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,Floor Seats,5oady7OSE7dH7LHiqmb3Cr,trackdone,endplay,False,False,1602650250518,False,0.01181666194,9,2020-10-14
2020-10-14 09:29:11+00:00,"iOS 13.6 (iPhone12,8)",202597,KR,223.38.8.99,Cold War,Cautious Clay,Blood Type,6DwiGVCgXGREeCyJZtX7S1,playbtn,trackdone,True,False,1602667547402,False,3.37661531602,9,2020-10-14
2020-10-14 09:32:12+00:00,"iOS 13.6 (iPhone12,8)",181120,KR,223.38.8.99,Supermodel,SZA,Ctrl,5wTVNpi5WDByxBgKgUE6MU,trackdone,trackdone,True,False,1602667749555,False,3.0186654592,9,2020-10-14
2020-10-14 09:38:49+00:00,"iOS 13.6 (iPhone12,8)",397093,KR,223.38.8.99,Same Ol’ Mistakes,Rihanna,ANTI,6RtzmszGXs32TRhv5zTKNM,trackdone,trackdone,True,False,1602667931157,False,6.618214019380001,9,2020-10-14
2020-10-14 15:11:01+00:00,"iOS 13.6 (iPhone12,8)",257219,KR,121.167.152.230,I Need A Forest Fire,James Blake,The Colour In Anything,0TLAptKgYxe7F0KewWH6X6,trackdone,trackdone,True,False,1602668328743,False,4.2869816185400005,15,2020-10-14
2020-10-15 14:12:00+00:00,"iOS 13.6 (iPhone12,8)",91873,KR,121.167.152.230,Gap in the Clouds,Yellow Days,Harmless Melodies,7l5j3FapCyr6HxUgoAynM2,trackdone,unexpected-exit-while-paused,True,False,1602688260503,False,1.5312160541800002,14,2020-10-15
2020-10-15 14:16:35+00:00,"iOS 13.6 (iPhone12,8)",4160,KR,121.167.152.230,Always Forever,Bryson Tiller,A N N I V E R S A R Y,1LV5cAo02H8h5YlZNcjULM,playbtn,endplay,False,False,1602771387373,False,0.0693333056,14,2020-10-15
2020-10-15 14:18:23+00:00,"iOS 13.6 (iPhone12,8)",110128,KR,121.167.152.230,Clouded,Brent Faiyaz,Fuck The World,2J6OF7CkpdQGSfm1wdclqn,clickrow,trackdone,False,False,1602771392441,False,1.8354659324800002,14,2020-10-15
2020-10-15 14:21:49+00:00,"iOS 13.6 (iPhone12,8)",205800,KR,121.167.152.230,Sunday (feat. Frank Ocean),Earl Sweatshirt,Doris,0fAehaneUJdlSlWXYe1KZp,trackdone,trackdone,False,False,1602771502798,False,3.4299986280000003,14,2020-10-15
2020-10-15 14:25:32+00:00,"iOS 13.6 (iPhone12,8)",222374,KR,121.167.152.230,Girls Need Love (with Drake) - Remix,Summer Walker,Last Day Of Summer,14SaZBTjxlorHJQxXh01Hu,trackdone,trackdone,False,False,1602771709012,False,3.7062318508400005,14,2020-10-15
2020-10-16 04:36:21+00:00,"iOS 13.6 (iPhone12,8)",43322,KR,121.167.152.230,Heat (feat. Gunna),Chris Brown,Indigo,1GIYmwtBbPSHrqcSaukZck,trackdone,unexpected-exit-while-paused,False,False,1602771931908,False,0.7220330445200001,4,2020-10-16
2020-10-16 05:54:29+00:00,"iOS 13.6 (iPhone12,8)",174357,KR,223.38.8.58,YEAH RIGHT,Joji,BALLADS 1,1VGzxJnVQND7Cg5H5wGj14,playbtn,trackdone,True,False,1602827495570,False,2.9059488376200004,5,2020-10-16
2020-10-16 05:57:52+00:00,"iOS 13.6 (iPhone12,8)",202597,KR,223.38.8.58,Cold War,Cautious Clay,Blood Type,6DwiGVCgXGREeCyJZtX7S1,trackdone,trackdone,True,False,1602827669409,False,3.37661531602,5,2020-10-16
2020-10-16 06:00:54+00:00,"iOS 13.6 (iPhone12,8)",181120,KR,223.38.8.58,Supermodel,SZA,Ctrl,5wTVNpi5WDByxBgKgUE6MU,trackdone,trackdone,True,False,1602827872339,False,3.0186654592,6,2020-10-16
2020-10-16 06:01:07+00:00,"iOS 13.6 (iPhone12,8)",11384,KR,223.38.8.58,Sunday (feat. Frank Ocean),Earl Sweatshirt,Doris,0fAehaneUJdlSlWXYe1KZp,trackdone,fwdbtn,True,False,1602828053944,False,0.18973325744000002,6,2020-10-16
2020-10-16 06:05:02+00:00,"iOS 13.6 (iPhone12,8)",235477,KR,223.38.8.58,Come and See Me (feat. Drake),PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),1wZqJM5FGDEl3FjHDxDyQd,fwdbtn,trackdone,True,False,1602828066930,False,3.92461509682,6,2020-10-16
2020-10-16 06:09:09+00:00,"iOS 13.6 (iPhone12,8)",247320,KR,223.38.8.58,Strawberry Fields Forever - Remastered 2009,The Beatles,Magical Mystery Tour,3Am0IbOxmvlSXro7N5iSfZ,trackdone,trackdone,True,False,1602828301454,False,4.1219983512,6,2020-10-16
2020-10-16 06:12:23+00:00,"iOS 13.6 (iPhone12,8)",192760,KR,223.38.8.58,Lovesick Girls,BLACKPINK,THE ALBUM,4Ws314Ylb27BVsvlZOy30C,trackdone,trackdone,True,False,1602828549107,False,3.2126653816000004,6,2020-10-16
2020-10-16 06:20:10+00:00,"iOS 13.6 (iPhone12,8)",273151,KR,223.38.8.58,BLEACH,BROCKHAMPTON,SATURATION III,0dWOFwdXrbBUYqD9DLsoyK,trackdone,trackdone,True,False,1602828742392,False,4.55251484566,6,2020-10-16
2020-10-16 06:22:47+00:00,"iOS 13.6 (iPhone12,8)",155616,KR,223.38.8.58,Second Time,Bruno Major,A Song For Every Moon,6Ub9ro6DKs0u0J0zIBw5Of,trackdone,trackdone,True,False,1602829210013,False,2.59359896256,6,2020-10-16
2020-10-16 09:37:17+00:00,"iOS 13.6 (iPhone12,8)",63125,KR,223.38.8.58,Hold Me Down,Daniel Caesar,Freudian,1Mza2sr6tPhy6jjI3HB9fW,trackdone,endplay,True,False,1602829366150,False,1.0520829125000002,9,2020-10-16
2020-10-16 09:40:18+00:00,"iOS 13.6 (iPhone12,8)",181120,KR,223.38.8.58,Supermodel,SZA,Ctrl,5wTVNpi5WDByxBgKgUE6MU,playbtn,trackdone,True,False,1602841037019,False,3.0186654592,9,2020-10-16
2020-10-16 09:43:33+00:00,"iOS 13.6 (iPhone12,8)",192775,KR,223.38.8.58,Right for You (feat. Banks),Lil Silva,Mabel,2gRKYzA0Q03u8NoU9IEJA5,trackdone,fwdbtn,True,False,1602841218303,False,3.2129153815000002,9,2020-10-16
2020-10-16 09:47:27+00:00,"iOS 13.6 (iPhone12,8)",235477,KR,223.38.8.58,Come and See Me (feat. Drake),PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),1wZqJM5FGDEl3FjHDxDyQd,fwdbtn,trackdone,True,False,1602841412545,False,3.92461509682,9,2020-10-16
2020-10-16 09:52:08+00:00,"iOS 13.6 (iPhone12,8)",280074,KR,223.38.8.58,Gap in the Clouds,Yellow Days,Harmless Melodies,7l5j3FapCyr6HxUgoAynM2,trackdone,trackdone,True,False,1602841647118,False,4.66789813284,9,2020-10-16
2020-10-16 09:55:21+00:00,"iOS 13.6 (iPhone12,8)",192760,KR,223.38.8.58,Lovesick Girls,BLACKPINK,THE ALBUM,4Ws314Ylb27BVsvlZOy30C,trackdone,trackdone,True,False,1602841927614,False,3.2126653816000004,9,2020-10-16
2020-10-16 09:55:29+00:00,"iOS 13.6 (iPhone12,8)",6199,KR,223.38.8.58,Sunday (feat. Frank Ocean),Earl Sweatshirt,Doris,0fAehaneUJdlSlWXYe1KZp,trackdone,fwdbtn,True,False,1602842120906,False,0.10331662534000001,9,2020-10-16
2020-10-16 09:55:30+00:00,"iOS 13.6 (iPhone12,8)",1625,KR,223.38.8.58,Same Ol’ Mistakes,Rihanna,ANTI,6RtzmszGXs32TRhv5zTKNM,fwdbtn,fwdbtn,True,False,1602842128534,False,0.027083322500000003,9,2020-10-16
2020-10-16 09:58:15+00:00,"iOS 13.6 (iPhone12,8)",159173,KR,223.38.8.58,Bet You Wanna (feat. Cardi B),BLACKPINK,THE ALBUM,7iAgNZdotu40NwtoIWJHFe,fwdbtn,trackdone,True,False,1602842130167,False,2.6528822721800003,9,2020-10-16
2020-10-16 10:01:10+00:00,"iOS 13.6 (iPhone12,8)",174357,KR,223.38.8.58,YEAH RIGHT,Joji,BALLADS 1,1VGzxJnVQND7Cg5H5wGj14,trackdone,trackdone,True,False,1602842295328,False,2.9059488376200004,10,2020-10-16
2020-10-16 10:05:44+00:00,"iOS 13.6 (iPhone12,8)",273151,KR,223.38.8.58,BLEACH,BROCKHAMPTON,SATURATION III,0dWOFwdXrbBUYqD9DLsoyK,trackdone,trackdone,True,False,1602842470184,False,4.55251484566,10,2020-10-16
2020-10-16 10:05:50+00:00,"iOS 13.6 (iPhone12,8)",5103,KR,223.38.8.58,Hold Me Down,Daniel Caesar,Freudian,1Mza2sr6tPhy6jjI3HB9fW,trackdone,fwdbtn,True,False,1602842743883,False,0.08504996598,10,2020-10-16
2020-10-16 10:08:25+00:00,"iOS 13.6 (iPhone12,8)",155616,KR,223.38.8.58,Second Time,Bruno Major,A Song For Every Moon,6Ub9ro6DKs0u0J0zIBw5Of,fwdbtn,trackdone,True,False,1602842750390,False,2.59359896256,10,2020-10-16
2020-10-16 10:12:06+00:00,"iOS 13.6 (iPhone12,8)",219767,KR,223.38.8.58,I Need A Forest Fire,James Blake,The Colour In Anything,0TLAptKgYxe7F0KewWH6X6,trackdone,fwdbtn,True,False,1602842905034,False,3.66278186822,10,2020-10-16
2020-10-16 10:16:36+00:00,"iOS 13.6 (iPhone12,8)",270680,KR,223.38.8.58,Yes I'm Changing,Tame Impala,Currents,0xtIp0lgccN85GfGOekS5L,fwdbtn,trackdone,True,False,1602843126267,False,4.5113315288,10,2020-10-16
2020-10-16 10:20:44+00:00,"iOS 13.6 (iPhone12,8)",247079,KR,223.38.8.58,Dead Man Walking,Brent Faiyaz,Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,trackdone,trackdone,True,False,1602843396071,False,4.11798168614,10,2020-10-16
2020-10-16 10:24:07+00:00,"iOS 13.6 (iPhone12,8)",202597,KR,223.38.8.58,Cold War,Cautious Clay,Blood Type,6DwiGVCgXGREeCyJZtX7S1,trackdone,trackdone,True,False,1602843643566,False,3.37661531602,10,2020-10-16
2020-10-16 10:29:36+00:00,"iOS 13.6 (iPhone12,8)",247320,KR,223.38.8.58,Strawberry Fields Forever - Remastered 2009,The Beatles,Magical Mystery Tour,3Am0IbOxmvlSXro7N5iSfZ,trackdone,trackdone,True,False,1602843846651,False,4.1219983512,10,2020-10-16
2020-10-16 10:29:42+00:00,"iOS 13.6 (iPhone12,8)",1695,KR,223.38.8.58,Right for You (feat. Banks),Lil Silva,Mabel,2gRKYzA0Q03u8NoU9IEJA5,fwdbtn,fwdbtn,True,False,1602844180000,False,0.028249988700000003,10,2020-10-16
2020-10-16 10:29:43+00:00,"iOS 13.6 (iPhone12,8)",1346,KR,223.38.8.58,Come and See Me (feat. Drake),PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),1wZqJM5FGDEl3FjHDxDyQd,fwdbtn,fwdbtn,True,False,1602844181889,False,0.022433324360000003,10,2020-10-16
2020-10-16 10:29:45+00:00,"iOS 13.6 (iPhone12,8)",1532,KR,223.38.8.58,Gap in the Clouds,Yellow Days,Harmless Melodies,7l5j3FapCyr6HxUgoAynM2,fwdbtn,fwdbtn,True,False,1602844183352,False,0.025533323120000003,10,2020-10-16
2020-10-16 10:29:47+00:00,"iOS 13.6 (iPhone12,8)",859,KR,223.38.8.58,Lovesick Girls,BLACKPINK,THE ALBUM,4Ws314Ylb27BVsvlZOy30C,fwdbtn,fwdbtn,True,False,1602844185022,False,0.014316660940000002,10,2020-10-16
2020-10-16 10:29:48+00:00,"iOS 13.6 (iPhone12,8)",1300,KR,223.38.8.58,Sunday (feat. Frank Ocean),Earl Sweatshirt,Doris,0fAehaneUJdlSlWXYe1KZp,fwdbtn,fwdbtn,True,False,1602844186670,False,0.021666658000000002,10,2020-10-16
2020-10-16 10:29:49+00:00,"iOS 13.6 (iPhone12,8)",208,KR,223.38.8.58,Same Ol’ Mistakes,Rihanna,ANTI,6RtzmszGXs32TRhv5zTKNM,fwdbtn,fwdbtn,True,False,1602844188089,False,0.0034666652800000005,10,2020-10-16
2020-10-16 10:29:51+00:00,"iOS 13.6 (iPhone12,8)",232,KR,223.38.8.58,Bet You Wanna (feat. Cardi B),BLACKPINK,THE ALBUM,7iAgNZdotu40NwtoIWJHFe,fwdbtn,fwdbtn,True,False,1602844189408,False,0.0038666651200000004,10,2020-10-16
2020-10-16 10:29:52+00:00,"iOS 13.6 (iPhone12,8)",1253,KR,223.38.8.58,YEAH RIGHT,Joji,BALLADS 1,1VGzxJnVQND7Cg5H5wGj14,fwdbtn,fwdbtn,True,False,1602844190847,False,0.020883324980000003,10,2020-10-16
2020-10-16 10:29:54+00:00,"iOS 13.6 (iPhone12,8)",232,KR,223.38.8.58,BLEACH,BROCKHAMPTON,SATURATION III,0dWOFwdXrbBUYqD9DLsoyK,fwdbtn,fwdbtn,True,False,1602844192240,False,0.0038666651200000004,10,2020-10-16
2020-10-16 10:29:59+00:00,"iOS 13.6 (iPhone12,8)",5131,KR,223.38.8.58,Hold Me Down,Daniel Caesar,Freudian,1Mza2sr6tPhy6jjI3HB9fW,fwdbtn,endplay,True,False,1602844193651,False,0.08551663246,10,2020-10-16
2020-10-16 10:33:49+00:00,"iOS 13.6 (iPhone12,8)",231253,KR,223.38.8.58,Broken Clocks,SZA,Ctrl,2fXwCWkh6YG5zU1IyvQrbs,playbtn,trackdone,False,False,1602844198916,False,3.8542151249800005,10,2020-10-16
2020-10-16 10:37:00+00:00,"iOS 13.6 (iPhone12,8)",189800,KR,223.38.8.58,talk is overrated,Jeremy Zucker,idle,7cflqPPi3zWfLFRRBTWeh6,trackdone,trackdone,False,False,1602844429359,False,3.1633320680000003,10,2020-10-16
2020-10-16 10:40:30+00:00,"iOS 13.6 (iPhone12,8)",209578,KR,223.38.8.58,All Year,11:11,All Year,5LbXnDbn75IQSm5FCTANHd,trackdone,trackdone,False,False,1602844619653,False,3.4929652694800004,10,2020-10-16
2020-10-16 12:23:16+00:00,"iOS 13.6 (iPhone12,8)",141510,KR,121.167.152.230,say it over (feat. Cautious Clay),Ruel,say it over (feat. Cautious Clay),4jSE5cAaa5rwTyhDSXfwQN,trackdone,unexpected-exit-while-paused,False,False,1602844829756,False,2.3584990566000004,12,2020-10-16
2020-10-16 12:23:17+00:00,"iOS 13.6 (iPhone12,8)",0,KR,121.167.152.230,say it over (feat. Cautious Clay),Ruel,say it over (feat. Cautious Clay),4jSE5cAaa5rwTyhDSXfwQN,appload,fwdbtn,False,False,1602850961512,False,0.0,12,2020-10-16
2020-10-16 12:26:46+00:00,"iOS 13.6 (iPhone12,8)",222089,KR,121.167.152.230,A Muse,dvsn,A Muse In Her Feelings,3fFpjWymhgXYdx9HGV41lK,fwdbtn,trackdone,False,False,1602850969572,False,3.70148185274,12,2020-10-16
2020-10-16 12:29:48+00:00,"iOS 13.6 (iPhone12,8)",184694,KR,121.167.152.230,the broken hearts club,gnash,we,3Uu6pcfL9xsdfsKRx3DXRf,trackdone,trackdone,False,False,1602851203079,False,3.0782321020400003,12,2020-10-16
2020-10-16 12:32:00+00:00,"iOS 13.6 (iPhone12,8)",131064,KR,121.167.152.230,Mine,Bazzi,COSMIC,7uzmGiiJyRfuViKKK3lVmR,trackdone,trackdone,False,False,1602851388273,False,2.18439912624,12,2020-10-16
2020-10-16 12:35:33+00:00,"iOS 13.6 (iPhone12,8)",212866,KR,121.167.152.230,B.S. (feat. H.E.R.),Jhené Aiko,Chilombo,63wx9vdskaXbYxyDx4oJCZ,trackdone,trackdone,False,False,1602851519864,False,3.54776524756,12,2020-10-16
2020-10-16 21:50:27+00:00,"iOS 13.6 (iPhone12,8)",215000,KR,223.38.8.58,Let Me,Tone Stith,Can We Talk,3Z30Gh3iEhTeQiVM47sZLf,trackdone,trackdone,False,False,1602851733270,False,3.5833319,21,2020-10-16
2020-10-16 21:54:10+00:00,"iOS 13.6 (iPhone12,8)",222320,KR,223.38.8.58,Younger,Ruel,Younger,2qXicQG06oT0ijKBznpgQv,trackdone,trackdone,False,False,1602885026883,False,3.7053318512000004,21,2020-10-16
2020-10-16 21:58:16+00:00,"iOS 13.6 (iPhone12,8)",246240,KR,223.38.8.58,Think About Me,dvsn,Morning After,4LkLfPYc3yjOta7Gk8FDRB,trackdone,trackdone,False,False,1602885249661,False,4.1039983584,21,2020-10-16
2020-10-16 22:00:53+00:00,"iOS 13.6 (iPhone12,8)",156506,KR,223.38.8.58,good things take time,Christian French,good things take time,2VkPfL3qQ2adxShD3rNvoV,trackdone,trackdone,False,False,1602885496360,False,2.60843228996,22,2020-10-16
2020-10-16 22:04:12+00:00,"iOS 13.6 (iPhone12,8)",198160,KR,223.38.8.58,20 Something,SZA,Ctrl,4h6ViRoztTBpWcJ1zFT9Zg,trackdone,trackdone,False,False,1602885653334,False,3.3026653456000004,22,2020-10-16
2020-10-16 22:07:29+00:00,"iOS 13.6 (iPhone12,8)",196520,KR,223.38.8.58,Wait a Minute!,WILLOW,ARDIPITHECUS,0y60itmpH0aPKsFiGxmtnh,trackdone,trackdone,False,False,1602885851976,False,3.2753320232000003,22,2020-10-16
2020-10-16 22:10:57+00:00,"iOS 13.6 (iPhone12,8)",206946,KR,223.38.8.58,What You Did (feat. Ella Mai),Mahalia,LOVE AND COMPROMISE,2B7UWqNqKgPVGQQ6FXn2PP,trackdone,trackdone,False,False,1602886048999,False,3.4490986203600005,22,2020-10-16
2020-10-16 22:14:31+00:00,"iOS 13.6 (iPhone12,8)",82423,KR,223.38.8.58,Flames,11:11,Flames,0N0iDPsKl9tTCwdnJtAq78,trackdone,endplay,False,False,1602886256448,False,1.37371611718,22,2020-10-16
2020-10-16 22:18:57+00:00,"iOS 13.6 (iPhone12,8)",266080,KR,223.38.8.58,Doves In The Wind (feat. Kendrick Lamar),SZA,Ctrl,593W4qZOwwdqF6YnimJjL6,playbtn,trackdone,True,False,1602886470798,False,4.434664892800001,22,2020-10-16
2020-10-16 22:21:51+00:00,"iOS 13.6 (iPhone12,8)",174357,KR,223.38.8.58,YEAH RIGHT,Joji,BALLADS 1,1VGzxJnVQND7Cg5H5wGj14,trackdone,trackdone,True,False,1602886736406,False,2.9059488376200004,22,2020-10-16
2020-10-16 22:25:47+00:00,"iOS 13.6 (iPhone12,8)",235477,KR,223.38.8.58,Come and See Me (feat. Drake),PARTYNEXTDOOR,PARTYNEXTDOOR 3 (P3),1wZqJM5FGDEl3FjHDxDyQd,trackdone,trackdone,True,False,1602886911220,False,3.92461509682,22,2020-10-16
2020-10-16 22:25:50+00:00,"iOS 13.6 (iPhone12,8)",1534,KR,223.38.8.58,Gap in the Clouds,Yellow Days,Harmless Melodies,7l5j3FapCyr6HxUgoAynM2,trackdone,fwdbtn,True,False,1602887147177,False,0.025566656440000002,22,2020-10-16
2020-10-16 22:30:03+00:00,"iOS 13.6 (iPhone12,8)",253586,KR,223.38.8.58,505,Arctic Monkeys,Favourite Worst Nightmare,58ge6dfP91o9oXMzq3XkIS,fwdbtn,trackdone,True,False,1602887150186,False,4.226431642760001,22,2020-10-16
2020-10-16 22:36:41+00:00,"iOS 13.6 (iPhone12,8)",397093,KR,223.38.8.58,Same Ol’ Mistakes,Rihanna,ANTI,6RtzmszGXs32TRhv5zTKNM,trackdone,trackdone,True,False,1602887402924,False,6.618214019380001,22,2020-10-16
2020-10-16 22:39:42+00:00,"iOS 13.6 (iPhone12,8)",181120,KR,223.38.8.58,Supermodel,SZA,Ctrl,5wTVNpi5WDByxBgKgUE6MU,trackdone,trackdone,True,False,1602887800580,False,3.0186654592,22,2020-10-16
2020-10-16 22:41:27+00:00,"iOS 13.6 (iPhone12,8)",103540,KR,223.38.8.58,Right for You (feat. Banks),Lil Silva,Mabel,2gRKYzA0Q03u8NoU9IEJA5,trackdone,fwdbtn,True,False,1602887982175,False,1.7256659764000002,22,2020-10-16
2020-10-16 22:41:31+00:00,"iOS 13.6 (iPhone12,8)",3420,KR,223.38.8.58,Bet You Wanna (feat. Cardi B),BLACKPINK,THE ALBUM,7iAgNZdotu40NwtoIWJHFe,fwdbtn,fwdbtn,True,False,1602888087250,False,0.0569999772,22,2020-10-16
2020-10-16 22:44:43+00:00,"iOS 13.6 (iPhone12,8)",192760,KR,223.38.8.58,Lovesick Girls,BLACKPINK,THE ALBUM,4Ws314Ylb27BVsvlZOy30C,fwdbtn,trackdone,True,False,1602888090563,False,3.2126653816000004,22,2020-10-16
2020-10-16 22:47:24+00:00,"iOS 13.6 (iPhone12,8)",161123,KR,223.38.8.58,Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,086myS9r57YsLbJpU0TgK9,trackdone,trackdone,True,False,1602888282572,False,2.6853822591800003,22,2020-10-16
2020-10-16 22:51:57+00:00,"iOS 13.6 (iPhone12,8)",272186,KR,223.38.8.58,The Weekend,SZA,Ctrl,6gU9OKjOE7ghfEd55oRO57,trackdone,trackdone,True,False,1602888444172,False,4.536431518760001,22,2020-10-16
2020-10-16 22:56:33+00:00,"iOS 13.6 (iPhone12,8)",275080,KR,223.38.8.58,Love Galore (feat. Travis Scott),SZA,Ctrl,0q75NwOoFiARAVp4EXU4Bs,trackdone,trackdone,True,False,1602888716859,False,4.584664832800001,22,2020-10-16
2020-10-16 23:01:04+00:00,"iOS 13.6 (iPhone12,8)",270680,KR,223.38.8.58,Yes I'm Changing,Tame Impala,Currents,0xtIp0lgccN85GfGOekS5L,trackdone,trackdone,True,False,1602888992456,False,4.5113315288,23,2020-10-16
2020-10-16 23:05:11+00:00,"iOS 13.6 (iPhone12,8)",247079,KR,223.38.8.58,Dead Man Walking,Brent Faiyaz,Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,trackdone,trackdone,True,False,1602889263649,False,4.11798168614,23,2020-10-16
2020-10-16 23:08:38+00:00,"iOS 13.6 (iPhone12,8)",205800,KR,223.38.8.58,Sunday (feat. Frank Ocean),Earl Sweatshirt,Doris,0fAehaneUJdlSlWXYe1KZp,trackdone,trackdone,True,False,1602889511146,False,3.4299986280000003,23,2020-10-16
2020-10-16 23:12:01+00:00,"iOS 13.6 (iPhone12,8)",202597,KR,223.38.8.58,Cold War,Cautious Clay,Blood Type,6DwiGVCgXGREeCyJZtX7S1,trackdone,trackdone,True,False,1602889717446,False,3.37661531602,23,2020-10-16
2020-10-16 23:15:53+00:00,"iOS 13.6 (iPhone12,8)",231267,KR,223.38.8.58,Hold Me Down,Daniel Caesar,Freudian,1Mza2sr6tPhy6jjI3HB9fW,trackdone,trackdone,True,False,1602889920544,False,3.8544484582200003,23,2020-10-16
2020-10-16 23:20:06+00:00,"iOS 13.6 (iPhone12,8)",247320,KR,223.38.8.58,Strawberry Fields Forever - Remastered 2009,The Beatles,Magical Mystery Tour,3Am0IbOxmvlSXro7N5iSfZ,trackdone,trackdone,True,False,1602890152334,False,4.1219983512,23,2020-10-16
2020-10-16 23:25:10+00:00,"iOS 13.6 (iPhone12,8)",273151,KR,223.38.8.58,BLEACH,BROCKHAMPTON,SATURATION III,0dWOFwdXrbBUYqD9DLsoyK,trackdone,trackdone,True,False,1602890405606,False,4.55251484566,23,2020-10-16
2020-10-16 23:28:38+00:00,"iOS 13.6 (iPhone12,8)",207356,KR,223.38.8.58,Arabella,Arctic Monkeys,AM,7nzsY8vlnKdvGOEE0rjAXZ,trackdone,trackdone,True,False,1602890709516,False,3.45593195096,23,2020-10-16
2020-10-16 23:31:14+00:00,"iOS 13.6 (iPhone12,8)",155616,KR,223.38.8.58,Second Time,Bruno Major,A Song For Every Moon,6Ub9ro6DKs0u0J0zIBw5Of,trackdone,trackdone,True,False,1602890917416,False,2.59359896256,23,2020-10-16
2020-10-16 23:36:12+00:00,"iOS 13.6 (iPhone12,8)",257219,KR,223.38.8.58,I Need A Forest Fire,James Blake,The Colour In Anything,0TLAptKgYxe7F0KewWH6X6,trackdone,trackdone,True,False,1602891073492,False,4.2869816185400005,23,2020-10-16
2020-10-16 23:44:10+00:00,"iOS 13.6 (iPhone12,8)",266080,KR,223.38.8.58,Doves In The Wind (feat. Kendrick Lamar),SZA,Ctrl,593W4qZOwwdqF6YnimJjL6,trackdone,trackdone,True,False,1602891371578,False,4.434664892800001,23,2020-10-16
2020-10-16 23:47:05+00:00,"iOS 13.6 (iPhone12,8)",174357,KR,223.38.8.58,YEAH RIGHT,Joji,BALLADS 1,1VGzxJnVQND7Cg5H5wGj14,trackdone,trackdone,True,False,1602891849557,False,2.9059488376200004,23,2020-10-16
